,Unnamed: 0,DOI,Journal,Type,Title,Publish_Time,Issue_Time,Co_Author,Author,Rank,Nationality,Abs_country,Abs_GPE,Abs_LOC,Nationality_clean,country_code,region_code,GPE,NORP,LOC,ORG,LANG
86,86,https://doi.org/10.1017/aaq.2020.109,American Antiquity,Article,interdisciplinary analysis of the lehi horse: implications for early historic horse cultures of the north american west,04 February 2021, July 2021,True,Yue Li,Other,China,[],['Lehi' 'Utah'],['North America'],China,CN,AS,,,['the north american west'],,
87,87,https://doi.org/10.1017/aaq.2020.109,American Antiquity,Article,interdisciplinary analysis of the lehi horse: implications for early historic horse cultures of the north american west,04 February 2021, July 2021,True,Chengrui Zhang,Other,United States of America,[],['Lehi' 'Utah'],['North America'],United States,US,NA,,,['the north american west'],,
88,88,https://doi.org/10.1017/aaq.2020.109,American Antiquity,Article,interdisciplinary analysis of the lehi horse: implications for early historic horse cultures of the north american west,04 February 2021, July 2021,True,Petrus Le Roux,Other,South Africa,[],['Lehi' 'Utah'],['North America'],South Africa,ZA,AF,,,['the north american west'],,
89,89,https://doi.org/10.1017/aaq.2020.109,American Antiquity,Article,interdisciplinary analysis of the lehi horse: implications for early historic horse cultures of the north american west,04 February 2021, July 2021,True,Carlton Quinn Shield Chief Gover,Other,United States of America,[],['Lehi' 'Utah'],['North America'],United States,US,NA,,,['the north american west'],,
90,90,https://doi.org/10.1017/aaq.2020.109,American Antiquity,Article,interdisciplinary analysis of the lehi horse: implications for early historic horse cultures of the north american west,04 February 2021, July 2021,True,Stéphanie Schiavinato,Other,France,[],['Lehi' 'Utah'],['North America'],France,FR,EU,,,['the north american west'],,
91,91,https://doi.org/10.1017/aaq.2020.109,American Antiquity,Article,interdisciplinary analysis of the lehi horse: implications for early historic horse cultures of the north american west,04 February 2021, July 2021,True,Ludovic Orlando,Other,France,[],['Lehi' 'Utah'],['North America'],France,FR,EU,,,['the north american west'],,
92,92,https://doi.org/10.1017/aaq.2020.109,American Antiquity,Article,interdisciplinary analysis of the lehi horse: implications for early historic horse cultures of the north american west,04 February 2021, July 2021,True,Patrick Roberts,Communication,Australia,[],['Lehi' 'Utah'],['North America'],Australia,AU,OC,,,['the north american west'],,
93,93,https://doi.org/10.1017/aaq.2020.111,American Antiquity,Article,"the social use and value of blue-green stone mosaics at sites within canal system 2, phoenix basin, hohokam regional system",02 March 2021, July 2021,True,Lindsay M. Shepard,First,United States of America,['United States' '300' '250'],['United States' 'U.S.' 'Mesoamerica' 'U.S.' 'Arizona' 'Mesoamerica'],['Mesoamerica' 'the Phoenix Basin'],United States,US,NA,,,['phoenix basin'],,
94,94,https://doi.org/10.1017/aaq.2020.111,American Antiquity,Article,"the social use and value of blue-green stone mosaics at sites within canal system 2, phoenix basin, hohokam regional system",02 March 2021, July 2021,True,Will G. Russell,Other,United States of America,['United States' '300' '250'],['United States' 'U.S.' 'Mesoamerica' 'U.S.' 'Arizona' 'Mesoamerica'],['Mesoamerica' 'the Phoenix Basin'],United States,US,NA,,,['phoenix basin'],,
95,95,https://doi.org/10.1017/aaq.2020.111,American Antiquity,Article,"the social use and value of blue-green stone mosaics at sites within canal system 2, phoenix basin, hohokam regional system",02 March 2021, July 2021,True,Christopher W. Schwartz,Other,United States of America,['United States' '300' '250'],['United States' 'U.S.' 'Mesoamerica' 'U.S.' 'Arizona' 'Mesoamerica'],['Mesoamerica' 'the Phoenix Basin'],United States,US,NA,,,['phoenix basin'],,
96,96,https://doi.org/10.1017/aaq.2020.111,American Antiquity,Article,"the social use and value of blue-green stone mosaics at sites within canal system 2, phoenix basin, hohokam regional system",02 March 2021, July 2021,True,Robert S. Weiner,Other,United States of America,['United States' '300' '250'],['United States' 'U.S.' 'Mesoamerica' 'U.S.' 'Arizona' 'Mesoamerica'],['Mesoamerica' 'the Phoenix Basin'],United States,US,NA,,,['phoenix basin'],,
97,97,https://doi.org/10.1017/aaq.2020.111,American Antiquity,Article,"the social use and value of blue-green stone mosaics at sites within canal system 2, phoenix basin, hohokam regional system",02 March 2021, July 2021,True,Ben A. Nelson,Communication,United States of America,['United States' '300' '250'],['United States' 'U.S.' 'Mesoamerica' 'U.S.' 'Arizona' 'Mesoamerica'],['Mesoamerica' 'the Phoenix Basin'],United States,US,NA,,,['phoenix basin'],,
98,98,https://doi.org/10.1017/aaq.2020.115,American Antiquity,Article,were the ancient coast salish farmers? a story of origins,17 March 2021, July 2021,True,Natasha Lyons,First,Canada,[],['Vancouver' 'British Columbia' 'millennia' 'British Columbia'],"['the Northwest Coast' 'North America' 'Northwest Coast'
 'Fraser River Delta']",Canada,CA,NA,,['salish'],,,
99,99,https://doi.org/10.1017/aaq.2020.115,American Antiquity,Article,were the ancient coast salish farmers? a story of origins,17 March 2021, July 2021,True,Tanja Hoffmann,Other,Canada,[],['Vancouver' 'British Columbia' 'millennia' 'British Columbia'],"['the Northwest Coast' 'North America' 'Northwest Coast'
 'Fraser River Delta']",Canada,CA,NA,,['salish'],,,
100,100,https://doi.org/10.1017/aaq.2020.115,American Antiquity,Article,were the ancient coast salish farmers? a story of origins,17 March 2021, July 2021,True,Debbie Miller,Other,Canada,[],['Vancouver' 'British Columbia' 'millennia' 'British Columbia'],"['the Northwest Coast' 'North America' 'Northwest Coast'
 'Fraser River Delta']",Canada,CA,NA,,['salish'],,,
101,101,https://doi.org/10.1017/aaq.2020.115,American Antiquity,Article,were the ancient coast salish farmers? a story of origins,17 March 2021, July 2021,True,Andrew Martindale,Other,Canada,[],['Vancouver' 'British Columbia' 'millennia' 'British Columbia'],"['the Northwest Coast' 'North America' 'Northwest Coast'
 'Fraser River Delta']",Canada,CA,NA,,['salish'],,,
102,102,https://doi.org/10.1017/aaq.2020.115,American Antiquity,Article,were the ancient coast salish farmers? a story of origins,17 March 2021, July 2021,True,Kenneth M. Ames,Other,United States of America,[],['Vancouver' 'British Columbia' 'millennia' 'British Columbia'],"['the Northwest Coast' 'North America' 'Northwest Coast'
 'Fraser River Delta']",United States,US,NA,,['salish'],,,
103,103,https://doi.org/10.1017/aaq.2020.115,American Antiquity,Article,were the ancient coast salish farmers? a story of origins,17 March 2021, July 2021,True,Michael Blake,Communication,Canada,[],['Vancouver' 'British Columbia' 'millennia' 'British Columbia'],"['the Northwest Coast' 'North America' 'Northwest Coast'
 'Fraser River Delta']",Canada,CA,NA,,['salish'],,,
104,104,https://doi.org/10.1017/aaq.2020.116,American Antiquity,Article,isotopic evidence for long-distance connections of the ad thirteenth-century promontory caves occupants,02 March 2021, July 2021,True,Jessica Z. Metcalfe,First,Canada,[],['Utah' 'Colorado' 'Utah'],[],Canada,CA,NA,,,,,
105,105,https://doi.org/10.1017/aaq.2020.116,American Antiquity,Article,isotopic evidence for long-distance connections of the ad thirteenth-century promontory caves occupants,02 March 2021, July 2021,True,John W. Ives,Other,Canada,[],['Utah' 'Colorado' 'Utah'],[],Canada,CA,NA,,,,,
106,106,https://doi.org/10.1017/aaq.2020.116,American Antiquity,Article,isotopic evidence for long-distance connections of the ad thirteenth-century promontory caves occupants,02 March 2021, July 2021,True,Sabrina Shirazi,Other,United States of America,[],['Utah' 'Colorado' 'Utah'],[],United States,US,NA,,,,,
107,107,https://doi.org/10.1017/aaq.2020.116,American Antiquity,Article,isotopic evidence for long-distance connections of the ad thirteenth-century promontory caves occupants,02 March 2021, July 2021,True,Kevin P. Gilmore,Other,United States of America,[],['Utah' 'Colorado' 'Utah'],[],United States,US,NA,,,,,
108,108,https://doi.org/10.1017/aaq.2020.116,American Antiquity,Article,isotopic evidence for long-distance connections of the ad thirteenth-century promontory caves occupants,02 March 2021, July 2021,True,Jennifer Hallson,Other,Canada,[],['Utah' 'Colorado' 'Utah'],[],Canada,CA,NA,,,,,
109,109,https://doi.org/10.1017/aaq.2020.116,American Antiquity,Article,isotopic evidence for long-distance connections of the ad thirteenth-century promontory caves occupants,02 March 2021, July 2021,True,Fiona Brock,Other,United Kingdom,[],['Utah' 'Colorado' 'Utah'],[],United Kingdom,GB,EU,,,,,
110,110,https://doi.org/10.1017/aaq.2020.116,American Antiquity,Article,isotopic evidence for long-distance connections of the ad thirteenth-century promontory caves occupants,02 March 2021, July 2021,True,Bonnie J. Clark,Other,United States of America,[],['Utah' 'Colorado' 'Utah'],[],United States,US,NA,,,,,
111,111,https://doi.org/10.1017/aaq.2020.116,American Antiquity,Article,isotopic evidence for long-distance connections of the ad thirteenth-century promontory caves occupants,02 March 2021, July 2021,True,Beth Shapiro,Communication,United States of America,[],['Utah' 'Colorado' 'Utah'],[],United States,US,NA,,,,,
112,112,https://doi.org/10.1017/aaq.2021.4,American Antiquity,Article,"the curious douglas-fir (pseudotsuga menziesii) trees in schulman grove, mesa verde national park, southwestern colorado, usa",08 April 2021, July 2021,True,Stephen E. Nash,First,United States of America,[],['Navajo' 'U.S.'],[],United States,US,NA,"['colorado', 'usa']",,"['schulman grove', 'mesa verde national park']",,
113,113,https://doi.org/10.1017/aaq.2021.4,American Antiquity,Article,"the curious douglas-fir (pseudotsuga menziesii) trees in schulman grove, mesa verde national park, southwestern colorado, usa",08 April 2021, July 2021,True,Ronald H. Towner,Other,United States of America,[],['Navajo' 'U.S.'],[],United States,US,NA,"['colorado', 'usa']",,"['schulman grove', 'mesa verde national park']",,
114,114,https://doi.org/10.1017/aaq.2021.4,American Antiquity,Article,"the curious douglas-fir (pseudotsuga menziesii) trees in schulman grove, mesa verde national park, southwestern colorado, usa",08 April 2021, July 2021,True,Jeffrey S. Dean,Communication,United States of America,[],['Navajo' 'U.S.'],[],United States,US,NA,"['colorado', 'usa']",,"['schulman grove', 'mesa verde national park']",,
115,115,https://doi.org/10.1017/aaq.2021.17,American Antiquity,Article,the remains of the fray: nascent colonialism and heterogeneous hybridity,06 April 2021, July 2021,True,Charles R. Cobb,First,United States of America,['USA' 'AD'],['Mississippi' 'USA'],['Stark Farms' 'Stark Farms'],United States,US,NA,,,,,
116,116,https://doi.org/10.1017/aaq.2021.17,American Antiquity,Article,the remains of the fray: nascent colonialism and heterogeneous hybridity,06 April 2021, July 2021,True,James B. Legg,Other,United States of America,['USA' 'AD'],['Mississippi' 'USA'],['Stark Farms' 'Stark Farms'],United States,US,NA,,,,,
117,117,https://doi.org/10.1017/aaq.2021.17,American Antiquity,Article,the remains of the fray: nascent colonialism and heterogeneous hybridity,06 April 2021, July 2021,True,Steven D. Smith,Other,United States of America,['USA' 'AD'],['Mississippi' 'USA'],['Stark Farms' 'Stark Farms'],United States,US,NA,,,,,
118,118,https://doi.org/10.1017/aaq.2021.17,American Antiquity,Article,the remains of the fray: nascent colonialism and heterogeneous hybridity,06 April 2021, July 2021,True,Chester B. DePratter,Other,United States of America,['USA' 'AD'],['Mississippi' 'USA'],['Stark Farms' 'Stark Farms'],United States,US,NA,,,,,
119,119,https://doi.org/10.1017/aaq.2021.17,American Antiquity,Article,the remains of the fray: nascent colonialism and heterogeneous hybridity,06 April 2021, July 2021,True,Brad R. Lieb,Other,United States of America,['USA' 'AD'],['Mississippi' 'USA'],['Stark Farms' 'Stark Farms'],United States,US,NA,,,,,
120,120,https://doi.org/10.1017/aaq.2021.17,American Antiquity,Article,the remains of the fray: nascent colonialism and heterogeneous hybridity,06 April 2021, July 2021,True,Edmond A. Boudreaux  III,Communication,United States of America,['USA' 'AD'],['Mississippi' 'USA'],['Stark Farms' 'Stark Farms'],United States,US,NA,,,,,
121,121,https://doi.org/10.1017/aaq.2021.23,American Antiquity,Article,large-scale patterns in the agricultural demographic transition of mesoamerica and southwestern north america,04 May 2021, July 2021,True,Richard G. Lesure,First,United States of America,['400'],['Mesoamerica' 'Mesoamerica' 'Mesoamerica'],['North America' 'Southwest' 'Southwest' 'Southwest'],United States,US,NA,,,"['mesoamerica', 'southwestern north america']",,
122,122,https://doi.org/10.1017/aaq.2021.23,American Antiquity,Article,large-scale patterns in the agricultural demographic transition of mesoamerica and southwestern north america,04 May 2021, July 2021,True,R. J. Sinensky,Other,United States of America,['400'],['Mesoamerica' 'Mesoamerica' 'Mesoamerica'],['North America' 'Southwest' 'Southwest' 'Southwest'],United States,US,NA,,,"['mesoamerica', 'southwestern north america']",,
